external_gene_name,number_of_paralogues,paralogue
SHC1,3,Yes
SHC3,3,Yes
SHC4,3,Yes
SHCBP1,1,Yes
SHCBP1L,1,Yes
SHD,4,Yes
SHE,4,Yes
SHF,4,Yes
SHH,2,Yes
SHISA2,5,Yes
SHISA3,5,Yes
SHISA4,5,Yes
SHISA5,2,Yes
SHISA6,3,Yes
SHISA7,3,Yes
SHISA8,3,Yes
SHISA9,3,Yes
SHISAL1,5,Yes
SHISAL2A,5,Yes
SHISAL2B,5,Yes
SHKBP1,1,Yes
SHMT1,1,Yes
SHMT2,1,Yes
SHOC2,30,Yes
SHOX,50,Yes
SHOX2,50,Yes
SHPK,7,Yes
SHPRH,35,Yes
SHROOM1,3,Yes
SHROOM2,3,Yes
SHROOM3,3,Yes
SHROOM4,3,Yes
SHTN1,18,Yes
SI,7,Yes
SIAH1,3,Yes
SIAH2,3,Yes
SIAH3,3,Yes
SIDT1,1,Yes
SIDT2,1,Yes
SIGIRR,10,Yes
SIGLEC1,16,Yes
SIGLEC10,16,Yes
SIGLEC11,16,Yes
SIGLEC12,16,Yes
SIGLEC14,16,Yes
SIGLEC15,16,Yes
SIGLEC5,16,Yes
SIGLEC6,16,Yes
SIGLEC7,16,Yes
SIGLEC8,16,Yes
SIGLEC9,16,Yes
SIGLECL1,16,Yes
SIK1,18,Yes
SIK1B,18,Yes
SIK2,18,Yes
SIK3,18,Yes
SIKE1,1,Yes
SIL1,1,Yes
SIM1,7,Yes
SIM2,7,Yes
SIMC1,2,Yes
SIN3A,1,Yes
SIN3B,1,Yes
SIPA1,6,Yes
SIPA1L1,6,Yes
SIPA1L2,6,Yes
SIPA1L3,6,Yes
SIRPA,5,Yes
SIRPB1,5,Yes
SIRPB2,5,Yes
SIRPD,5,Yes
SIRPG,5,Yes
SIRT1,6,Yes
SIRT2,6,Yes
SIRT3,6,Yes
SIRT4,6,Yes
SIRT5,6,Yes
SIRT7,6,Yes
SIX1,6,Yes
SIX2,6,Yes
SIX3,6,Yes
SIX4,6,Yes
SIX5,6,Yes
SIX6,6,Yes
SKAP1,1,Yes
SKAP2,1,Yes
SKI,3,Yes
SKIDA1,2,Yes
SKIL,3,Yes
SKIV2L,8,Yes
SKOR1,3,Yes
SKOR2,3,Yes
SKP2,16,Yes
SLA,9,Yes
SLA2,9,Yes
SLAIN1,1,Yes
SLAIN2,1,Yes
SLAMF1,9,Yes
SLAMF6,9,Yes
SLAMF7,9,Yes
SLAMF8,9,Yes
SLAMF9,9,Yes
SLC10A1,5,Yes
SLC10A2,5,Yes
SLC10A3,5,Yes
SLC10A4,5,Yes
SLC10A5,5,Yes
SLC10A6,5,Yes
SLC11A1,1,Yes
SLC11A2,1,Yes
SLC12A1,8,Yes
SLC12A2,8,Yes
SLC12A3,8,Yes
SLC12A4,8,Yes
SLC12A5,8,Yes
SLC12A6,8,Yes
SLC12A7,8,Yes
SLC12A8,8,Yes
SLC12A9,8,Yes
SLC13A1,5,Yes
SLC13A2,5,Yes
SLC13A3,5,Yes
SLC13A4,5,Yes
SLC13A5,5,Yes
SLC14A1,1,Yes
SLC14A2,1,Yes
SLC15A1,4,Yes
SLC15A2,4,Yes
SLC15A3,4,Yes
SLC15A4,4,Yes
SLC15A5,4,Yes
SLC16A1,13,Yes
SLC16A10,13,Yes
SLC16A11,13,Yes
SLC16A12,13,Yes
SLC16A13,13,Yes
SLC16A14,13,Yes
SLC16A2,13,Yes
SLC16A3,13,Yes
SLC16A4,13,Yes
SLC16A5,13,Yes
SLC16A6,13,Yes
SLC16A7,13,Yes
SLC16A8,13,Yes
SLC16A9,13,Yes
SLC17A1,12,Yes
SLC17A2,12,Yes
SLC17A3,12,Yes
SLC17A4,12,Yes
SLC17A5,12,Yes
SLC17A6,12,Yes
SLC17A7,12,Yes
SLC17A8,12,Yes
SLC17A9,12,Yes
SLC18A1,3,Yes
SLC18A2,3,Yes
SLC18A3,3,Yes
SLC18B1,3,Yes
SLC19A1,3,Yes
SLC19A2,3,Yes
SLC19A3,3,Yes
SLC1A1,6,Yes
SLC1A2,6,Yes
SLC1A3,6,Yes
SLC1A4,6,Yes
SLC1A5,6,Yes
SLC1A6,6,Yes
SLC1A7,6,Yes
SLC20A1,1,Yes
SLC20A2,1,Yes
SLC22A1,22,Yes
SLC22A10,22,Yes
SLC22A11,22,Yes
SLC22A12,22,Yes
SLC22A13,22,Yes
SLC22A14,22,Yes
SLC22A15,22,Yes
SLC22A16,22,Yes
SLC22A17,22,Yes
SLC22A2,22,Yes
SLC22A23,22,Yes
SLC22A24,22,Yes
SLC22A25,22,Yes
SLC22A3,22,Yes
SLC22A31,22,Yes
SLC22A4,22,Yes
SLC22A5,22,Yes
SLC22A6,22,Yes
SLC22A7,22,Yes
SLC22A8,22,Yes
SLC22A9,22,Yes
SLC23A1,2,Yes
SLC23A2,2,Yes
SLC23A3,2,Yes
SLC24A1,4,Yes
SLC24A2,4,Yes
SLC24A3,4,Yes
SLC24A4,4,Yes
SLC24A5,4,Yes
SLC25A1,51,Yes
SLC25A10,51,Yes
SLC25A11,51,Yes
SLC25A12,51,Yes
SLC25A13,51,Yes
SLC25A14,51,Yes
SLC25A15,51,Yes
SLC25A16,51,Yes
SLC25A17,51,Yes
SLC25A18,51,Yes
SLC25A19,51,Yes
SLC25A2,51,Yes
SLC25A20,51,Yes
SLC25A21,51,Yes
SLC25A22,51,Yes
SLC25A23,51,Yes
SLC25A24,51,Yes
SLC25A25,51,Yes
SLC25A26,51,Yes
SLC25A27,51,Yes
SLC25A28,51,Yes
SLC25A29,51,Yes
SLC25A3,51,Yes
SLC25A30,51,Yes
SLC25A31,51,Yes
SLC25A32,51,Yes
SLC25A33,51,Yes
SLC25A34,51,Yes
SLC25A35,51,Yes
SLC25A36,51,Yes
SLC25A37,51,Yes
SLC25A38,51,Yes
SLC25A39,51,Yes
SLC25A4,51,Yes
SLC25A40,51,Yes
SLC25A41,51,Yes
SLC25A42,51,Yes
SLC25A43,51,Yes
SLC25A44,51,Yes
SLC25A45,51,Yes
SLC25A47,51,Yes
SLC25A48,51,Yes
SLC25A5,51,Yes
SLC25A51,51,Yes
SLC25A52,51,Yes
SLC25A53,51,Yes
SLC25A6,51,Yes
SLC26A1,10,Yes
SLC26A10,10,Yes
SLC26A11,10,Yes
SLC26A2,10,Yes
SLC26A3,10,Yes
SLC26A4,10,Yes
SLC26A5,10,Yes
SLC26A6,10,Yes
SLC26A7,10,Yes
SLC26A8,10,Yes
SLC26A9,10,Yes
SLC27A1,13,Yes
SLC27A2,13,Yes
SLC27A3,13,Yes
SLC27A4,13,Yes
SLC27A5,13,Yes
SLC27A6,13,Yes
SLC28A1,2,Yes
SLC28A2,2,Yes
SLC28A3,2,Yes
SLC29A1,3,Yes
SLC29A2,3,Yes
SLC29A3,3,Yes
SLC29A4,3,Yes
SLC2A1,14,Yes
SLC2A10,14,Yes
SLC2A11,14,Yes
SLC2A12,14,Yes
SLC2A13,14,Yes
SLC2A14,14,Yes
SLC2A2,14,Yes
SLC2A3,14,Yes
SLC2A4,14,Yes
SLC2A4RG,2,Yes
SLC2A5,14,Yes
SLC2A6,14,Yes
SLC2A7,14,Yes
SLC2A8,14,Yes
SLC2A9,14,Yes
SLC30A1,8,Yes
SLC30A10,8,Yes
SLC30A2,8,Yes
SLC30A3,8,Yes
SLC30A4,8,Yes
SLC30A5,8,Yes
SLC30A6,8,Yes
SLC30A7,8,Yes
SLC30A8,8,Yes
SLC31A1,1,Yes
SLC31A2,1,Yes
SLC32A1,15,Yes
SLC33A1,2,Yes
SLC34A1,2,Yes
SLC34A2,2,Yes
SLC34A3,2,Yes
SLC35A1,4,Yes
SLC35A2,4,Yes
SLC35A3,4,Yes
SLC35A4,4,Yes
SLC35A5,4,Yes
SLC35B1,3,Yes
SLC35B2,3,Yes
SLC35B3,3,Yes
SLC35B4,3,Yes
SLC35C1,11,Yes
SLC35C2,11,Yes
SLC35D1,11,Yes
SLC35D2,11,Yes
SLC35D3,11,Yes
SLC35E1,11,Yes
SLC35E2A,11,Yes
SLC35E2B,11,Yes
SLC35E3,11,Yes
SLC35E4,11,Yes
SLC35F1,1,Yes
SLC35F2,1,Yes
SLC35F3,1,Yes
SLC35F4,1,Yes
SLC35G1,5,Yes
SLC35G2,5,Yes
SLC35G3,5,Yes
SLC35G4,5,Yes
SLC35G5,5,Yes
SLC35G6,5,Yes
SLC36A1,15,Yes
SLC36A2,15,Yes
SLC36A3,15,Yes
SLC36A4,15,Yes
SLC37A1,12,Yes
SLC37A2,12,Yes
SLC37A3,12,Yes
SLC37A4,12,Yes
SLC38A1,15,Yes
SLC38A10,15,Yes
SLC38A11,15,Yes
SLC38A2,15,Yes
SLC38A3,15,Yes
SLC38A4,15,Yes
SLC38A5,15,Yes
SLC38A6,15,Yes
SLC38A7,15,Yes
SLC38A8,15,Yes
SLC38A9,15,Yes
SLC39A1,2,Yes
SLC39A10,6,Yes
SLC39A12,6,Yes
SLC39A13,1,Yes
SLC39A14,6,Yes
SLC39A2,2,Yes
SLC39A3,2,Yes
SLC39A4,6,Yes
SLC39A5,6,Yes
SLC39A6,6,Yes
SLC39A7,1,Yes
SLC39A8,6,Yes
SLC3A1,7,Yes
SLC3A2,7,Yes
SLC41A1,2,Yes
SLC41A2,2,Yes
SLC41A3,2,Yes
SLC43A1,1,Yes
SLC43A2,1,Yes
SLC44A1,4,Yes
SLC44A2,4,Yes
SLC44A3,4,Yes
SLC44A4,4,Yes
SLC44A5,4,Yes
SLC45A1,3,Yes
SLC45A2,3,Yes
SLC45A3,3,Yes
SLC45A4,3,Yes
SLC46A1,2,Yes
SLC46A2,2,Yes
SLC46A3,2,Yes
SLC47A1,1,Yes
SLC47A2,1,Yes
SLC49A3,4,Yes
SLC49A4,4,Yes
SLC4A1,9,Yes
SLC4A10,9,Yes
SLC4A11,9,Yes
SLC4A1AP,2,Yes
SLC4A2,9,Yes
SLC4A3,9,Yes
SLC4A4,9,Yes
SLC4A5,9,Yes
SLC4A7,9,Yes
SLC4A8,9,Yes
SLC4A9,9,Yes
SLC51A,3,Yes
SLC52A1,2,Yes
SLC52A2,2,Yes
SLC52A3,2,Yes
SLC5A1,11,Yes
SLC5A10,11,Yes
SLC5A11,11,Yes
SLC5A12,11,Yes
SLC5A2,11,Yes
SLC5A3,11,Yes
SLC5A4,11,Yes
SLC5A5,11,Yes
SLC5A6,11,Yes
SLC5A7,11,Yes
SLC5A8,11,Yes
SLC5A9,11,Yes
SLC6A1,19,Yes
SLC6A11,19,Yes
SLC6A12,19,Yes
SLC6A13,19,Yes
SLC6A14,19,Yes
SLC6A15,19,Yes
SLC6A16,19,Yes
SLC6A17,19,Yes
SLC6A18,19,Yes
SLC6A19,19,Yes
SLC6A2,19,Yes
SLC6A20,19,Yes
SLC6A3,19,Yes
SLC6A4,19,Yes
SLC6A5,19,Yes
SLC6A6,19,Yes
SLC6A7,19,Yes
SLC6A8,19,Yes
SLC6A9,19,Yes
SLC7A1,12,Yes
SLC7A10,12,Yes
SLC7A11,12,Yes
SLC7A13,12,Yes
SLC7A14,12,Yes
SLC7A2,12,Yes
SLC7A3,12,Yes
SLC7A4,12,Yes
SLC7A5,12,Yes
SLC7A6,12,Yes
SLC7A7,12,Yes
SLC7A8,12,Yes
SLC7A9,12,Yes
SLC8A1,7,Yes
SLC8A2,7,Yes
SLC8A3,7,Yes
SLC9A1,10,Yes
SLC9A2,10,Yes
SLC9A3,10,Yes
SLC9A3R1,3,Yes
SLC9A3R2,3,Yes
SLC9A4,10,Yes
SLC9A5,10,Yes
SLC9A6,10,Yes
SLC9A7,10,Yes
SLC9A8,10,Yes
SLC9A9,10,Yes
SLC9B1,1,Yes
SLC9B2,1,Yes
SLC9C1,10,Yes
SLC9C2,10,Yes
SLCO1A2,13,Yes
SLCO1B1,13,Yes
SLCO1B3,13,Yes
SLCO1B7,13,Yes
SLCO1C1,13,Yes
SLCO2A1,13,Yes
SLCO2B1,13,Yes
SLCO3A1,13,Yes
SLCO4A1,13,Yes
SLCO4C1,13,Yes
SLCO5A1,13,Yes
SLCO6A1,13,Yes
SLF1,1,Yes
SLF2,1,Yes
SLFN11,6,Yes
SLFN12,6,Yes
SLFN12L,6,Yes
SLFN13,6,Yes
SLFN14,6,Yes
SLFN5,6,Yes
SLFNL1,6,Yes
SLIT1,26,Yes
SLIT2,26,Yes
SLIT3,26,Yes
SLITRK1,26,Yes
SLITRK2,26,Yes
SLITRK3,26,Yes
SLITRK4,26,Yes
SLITRK5,26,Yes
SLITRK6,26,Yes
SLK,35,Yes
SLMAP,2,Yes
SLPI,9,Yes
SLTM,2,Yes
SLURP1,4,Yes
SLX1A,1,Yes
SLX1B,1,Yes
SMAD1,7,Yes
SMAD2,7,Yes
SMAD3,7,Yes
SMAD4,7,Yes
SMAD5,7,Yes
SMAD6,7,Yes
SMAD7,7,Yes
SMAD9,7,Yes
SMAGP,14,Yes
SMAP1,28,Yes
SMAP2,28,Yes
SMARCA1,35,Yes
SMARCA2,35,Yes
SMARCA4,35,Yes
SMARCA5,35,Yes
SMARCAD1,35,Yes
SMARCAL1,35,Yes
SMARCC1,3,Yes
SMARCC2,3,Yes
SMARCD1,2,Yes
SMARCD2,2,Yes
SMARCD3,2,Yes
SMARCE1,19,Yes
SMC1A,7,Yes
SMC1B,7,Yes
SMC2,7,Yes
SMC3,7,Yes
SMC4,7,Yes
SMC5,1,Yes
SMC6,1,Yes
SMCO2,2,Yes
SMG1,5,Yes
SMG5,1,Yes
SMG7,1,Yes
SMG8,1,Yes
SMIM10,3,Yes
SMIM10L1,3,Yes
SMIM10L2A,3,Yes
SMIM10L2B,3,Yes
SMIM11A,1,Yes
SMIM11B,1,Yes
SMIM24,1,Yes
SMIM34A,1,Yes
SMIM34B,1,Yes
SMIM40,1,Yes
SMN1,2,Yes
SMN2,2,Yes
SMNDC1,2,Yes
SMO,15,Yes
SMOC1,1,Yes
SMOC2,1,Yes
SMOX,8,Yes
SMPD1,2,Yes
SMPDL3A,2,Yes
SMPDL3B,2,Yes
SMR3A,1,Yes
SMR3B,1,Yes
SMS,1,Yes
SMTNL1,7,Yes
SMTNL2,36,Yes
SMURF1,25,Yes
SMURF2,25,Yes
SMYD1,5,Yes
SMYD2,5,Yes
SMYD3,5,Yes
SMYD4,5,Yes
SMYD5,5,Yes
SNAI1,38,Yes
SNAI2,38,Yes
SNAI3,38,Yes
SNAP23,3,Yes
SNAP25,3,Yes
SNAP29,3,Yes
SNAP47,3,Yes
SNAP91,1,Yes
SNAPC4,6,Yes
SNCA,2,Yes
SNCB,2,Yes
SNCG,2,Yes
SND1,1,Yes
SNED1,7,Yes
SNIP1,2,Yes
SNPH,1,Yes
SNRK,18,Yes
SNRNP200,8,Yes
SNRNP35,1,Yes
SNRNP40,27,Yes
SNRNP48,2,Yes
SNRNP70,1,Yes
SNRPA,1,Yes
SNRPA1,2,Yes
SNRPB,1,Yes
SNRPB2,1,Yes
SNRPD1,2,Yes
SNRPD3,2,Yes
SNRPF,1,Yes
SNRPG,1,Yes
SNRPN,1,Yes
SNTA1,4,Yes
SNTB1,4,Yes
SNTB2,4,Yes
SNTG1,4,Yes
SNTG2,4,Yes
SNTN,22,Yes
SNURF,1,Yes
SNX1,15,Yes
SNX10,15,Yes
SNX11,15,Yes
SNX12,15,Yes
SNX13,3,Yes
SNX14,3,Yes
SNX15,2,Yes
SNX16,1,Yes
SNX17,2,Yes
SNX18,15,Yes
SNX19,3,Yes
SNX2,15,Yes
SNX20,1,Yes
SNX21,1,Yes
SNX22,1,Yes
SNX24,1,Yes
SNX25,3,Yes
SNX27,2,Yes
SNX29,13,Yes
SNX3,15,Yes
SNX30,15,Yes
SNX31,2,Yes
SNX32,15,Yes
SNX33,15,Yes
SNX4,15,Yes
SNX5,15,Yes
SNX6,15,Yes
SNX7,15,Yes
SNX8,15,Yes
SNX9,15,Yes
SOAT1,2,Yes
SOAT2,2,Yes
SOBP,1,Yes
SOCS1,7,Yes
SOCS2,7,Yes
SOCS3,7,Yes
SOCS4,7,Yes
SOCS5,7,Yes
SOCS6,7,Yes
SOCS7,7,Yes
SOD1,2,Yes
SOD2,1,Yes
SOD3,2,Yes
SOGA1,3,Yes
SOGA3,3,Yes
SOHLH1,2,Yes
SOHLH2,2,Yes
SORBS1,12,Yes
SORBS2,12,Yes
SORBS3,12,Yes
SORCS1,4,Yes
SORCS2,4,Yes
SORCS3,4,Yes
SORD,18,Yes
SORL1,4,Yes
SORT1,4,Yes
SOS1,26,Yes
SOS2,26,Yes
SOST,1,Yes
SOSTDC1,1,Yes
SOWAHA,3,Yes
SOWAHB,3,Yes
SOWAHC,3,Yes
SOWAHD,3,Yes
SOX1,21,Yes
SOX10,21,Yes
SOX11,21,Yes
SOX12,21,Yes
SOX13,21,Yes
SOX14,21,Yes
SOX15,21,Yes
SOX17,21,Yes
SOX18,21,Yes
SOX2,21,Yes
SOX21,21,Yes
SOX3,21,Yes
SOX30,21,Yes
SOX4,21,Yes
SOX5,21,Yes
SOX6,21,Yes
SOX7,21,Yes
SOX8,21,Yes
SOX9,21,Yes
SP1,3,Yes
SP100,19,Yes
SP110,19,Yes
SP140,19,Yes
SP140L,19,Yes
SP2,3,Yes
SP3,3,Yes
SP4,3,Yes
SP5,22,Yes
SP6,22,Yes
SP8,22,Yes
SP9,22,Yes
SPA17,2,Yes
SPACA3,8,Yes
SPACA5,8,Yes
SPACA5B,8,Yes
SPAG1,18,Yes
SPAG11A,1,Yes
SPAG11B,1,Yes
SPAG4,4,Yes
SPAG5,1,Yes
SPAG9,1,Yes
SPAM1,4,Yes
SPANXA1,4,Yes
SPANXA2,4,Yes
SPANXB1,4,Yes
SPANXC,4,Yes
SPANXD,4,Yes
SPANXN1,4,Yes
SPANXN2,4,Yes
SPANXN3,4,Yes
SPANXN4,4,Yes
SPANXN5,4,Yes
SPARC,1,Yes
SPARCL1,1,Yes
SPAST,10,Yes
SPATA13,25,Yes
SPATA16,18,Yes
SPATA2,1,Yes
SPATA21,5,Yes
SPATA2L,1,Yes
SPATA31A1,10,Yes
SPATA31A3,10,Yes
SPATA31A5,10,Yes
SPATA31A6,10,Yes
SPATA31A7,10,Yes
SPATA31D1,10,Yes
SPATA31D3,10,Yes
SPATA31D4,10,Yes
SPATA31E1,10,Yes
SPATA4,1,Yes
SPATA5,5,Yes
SPATA5L1,5,Yes
SPATA6,1,Yes
SPATA6L,1,Yes
SPATC1,1,Yes
SPATC1L,1,Yes
SPATS2,1,Yes
SPATS2L,1,Yes
SPDEF,29,Yes
SPDL1,2,Yes
SPDYA,1,Yes
SPDYC,1,Yes
SPDYE1,14,Yes
SPDYE16,14,Yes
SPDYE17,14,Yes
SPDYE2,14,Yes
SPDYE21P,14,Yes
SPDYE2B,14,Yes
SPDYE3,14,Yes
SPDYE4,14,Yes
SPDYE5,14,Yes
SPDYE6,14,Yes
SPDYE8P,14,Yes
SPDYE9P,14,Yes
SPECC1,2,Yes
SPECC1L,2,Yes
SPECC1L-ADORA2A,2,Yes
SPEF1,1,Yes
SPEG,9,Yes
SPEGNB,9,Yes
SPEN,8,Yes
SPERT,3,Yes
SPG7,2,Yes
SPHK1,4,Yes
SPHK2,4,Yes
SPHKAP,3,Yes
SPI1,29,Yes
SPIB,29,Yes
SPIC,29,Yes
SPICE1,1,Yes
SPIN1,4,Yes
SPIN2A,4,Yes
SPIN2B,4,Yes
SPIN3,4,Yes
SPIN4,4,Yes
SPINK13,5,Yes
SPINK14,5,Yes
SPINK2,5,Yes
SPINK5,6,Yes
SPINK6,6,Yes
SPINK7,5,Yes
SPINK8,5,Yes
SPINK9,5,Yes
SPINT1,14,Yes
SPINT2,14,Yes
SPINT4,14,Yes
SPIRE1,1,Yes
SPIRE2,1,Yes
SPNS1,2,Yes
SPNS3,2,Yes
SPOCD1,2,Yes
SPOCK1,3,Yes
SPOCK2,3,Yes
SPOCK3,3,Yes
SPON1,3,Yes
SPON2,3,Yes
SPOP,11,Yes
SPOPL,11,Yes
SPPL2A,4,Yes
SPPL2B,4,Yes
SPPL2C,4,Yes
SPPL3,4,Yes
SPRED1,5,Yes
SPRED2,5,Yes
SPRED3,5,Yes
SPRR1A,20,Yes
SPRR1B,20,Yes
SPRR2B,2,Yes
SPRR2D,2,Yes
SPRR2E,2,Yes
SPRR2G,20,Yes
SPRR3,20,Yes
SPRR4,20,Yes
SPRY1,3,Yes
SPRY2,3,Yes
SPRY3,3,Yes
SPRY4,3,Yes
SPRYD3,3,Yes
SPRYD4,13,Yes
SPSB1,4,Yes
SPSB2,4,Yes
SPSB3,4,Yes
SPSB4,4,Yes
SPTA1,36,Yes
SPTAN1,36,Yes
SPTB,36,Yes
SPTBN1,36,Yes
SPTBN2,36,Yes
SPTBN4,36,Yes
SPTBN5,36,Yes
SPTLC1,5,Yes
SPTLC2,5,Yes
SPTLC3,5,Yes
SPTSSA,1,Yes
SPTSSB,1,Yes
SPTY2D1,1,Yes
SPZ1,11,Yes
SQOR,1,Yes
SRC,32,Yes
SRCAP,35,Yes
SRCIN1,1,Yes
SRD5A1,3,Yes
SRD5A2,3,Yes
SREBF1,3,Yes
SREBF2,3,Yes
SREK1,1,Yes
SRF,4,Yes
SRGAP1,5,Yes
SRGAP2,5,Yes
SRGAP2B,5,Yes
SRGAP2C,5,Yes
SRGAP3,5,Yes
SRI,20,Yes
SRL,10,Yes
SRM,1,Yes
SRMS,32,Yes
SRP54,1,Yes
SRPK1,19,Yes
SRPK2,19,Yes
SRPK3,19,Yes
SRPRA,1,Yes
SRPRB,3,Yes
SRPX,40,Yes
SRPX2,40,Yes
SRR,6,Yes
SRRM2,1,Yes
SRSF1,9,Yes
SRSF10,3,Yes
SRSF11,1,Yes
SRSF12,3,Yes
SRSF2,3,Yes
SRSF3,9,Yes
SRSF4,9,Yes
SRSF5,9,Yes
SRSF6,9,Yes
SRSF7,9,Yes
SRSF8,3,Yes
SRSF9,9,Yes
SRY,21,Yes
SS18L1,2,Yes
SS18L2,2,Yes
SSB,6,Yes
SSBP2,2,Yes
SSBP3,2,Yes
SSBP4,2,Yes
SSC4D,15,Yes
SSC5D,15,Yes
SSH1,30,Yes
SSH2,30,Yes
SSH3,30,Yes
SSPO,19,Yes
SSRP1,19,Yes
SSTR1,17,Yes
SSTR2,17,Yes
SSTR3,17,Yes
SSTR4,17,Yes
SSTR5,17,Yes
SSU72,6,Yes
SSU72P2,6,Yes
SSU72P3,6,Yes
SSU72P4,6,Yes
SSU72P5,6,Yes
SSU72P7,6,Yes
SSU72P8,6,Yes
SSX1,7,Yes
SSX2,7,Yes
SSX2B,7,Yes
SSX3,7,Yes
SSX4,7,Yes
SSX4B,7,Yes
SSX5,7,Yes
SSX7,7,Yes
ST13,18,Yes
ST14,17,Yes
ST18,5,Yes
ST20-MTHFS,2,Yes
ST3GAL1,15,Yes
ST3GAL2,15,Yes
ST3GAL3,15,Yes
ST3GAL4,15,Yes
ST3GAL5,15,Yes
ST3GAL6,15,Yes
ST5,3,Yes
ST6GAL1,15,Yes
ST6GAL2,15,Yes
ST6GALNAC1,15,Yes
ST6GALNAC2,15,Yes
ST6GALNAC3,15,Yes
ST6GALNAC4,15,Yes
ST6GALNAC5,15,Yes
ST6GALNAC6,15,Yes
ST7,1,Yes
ST7L,1,Yes
ST8SIA1,5,Yes
ST8SIA2,5,Yes
ST8SIA3,5,Yes
ST8SIA4,5,Yes
ST8SIA5,5,Yes
ST8SIA6,5,Yes
STAB1,2,Yes
STAB2,2,Yes
STAC,2,Yes
STAC2,2,Yes
STAC3,2,Yes
STAG1,2,Yes
STAG2,2,Yes
STAG3,2,Yes
STAM,11,Yes
STAM2,11,Yes
STAMBP,1,Yes
STAMBPL1,1,Yes
STAP1,1,Yes
STAP2,1,Yes
STAR,5,Yes
STARD10,2,Yes
STARD13,2,Yes
STARD3,5,Yes
STARD3NL,5,Yes
STARD4,5,Yes
STARD5,5,Yes
STARD6,5,Yes
STARD7,2,Yes
STARD8,2,Yes
STAT1,6,Yes
STAT2,6,Yes
STAT3,6,Yes
STAT4,6,Yes
STAT5A,6,Yes
STAT5B,6,Yes
STAT6,6,Yes
STATH,2,Yes
STAU1,14,Yes
STAU2,14,Yes
STC1,1,Yes
STC2,1,Yes
STEAP1,4,Yes
STEAP1B,4,Yes
STEAP2,4,Yes
STEAP3,4,Yes
STEAP4,4,Yes
STIM1,1,Yes
STIM2,1,Yes
STIMATE,3,Yes
STIMATE-MUSTN1,3,Yes
STIP1,18,Yes
STK10,35,Yes
STK11,22,Yes
STK11IP,1,Yes
STK16,2,Yes
STK17A,1,Yes
STK17B,1,Yes
STK24,35,Yes
STK25,35,Yes
STK26,35,Yes
STK3,35,Yes
STK31,1,Yes
STK32A,14,Yes
STK32B,14,Yes
STK32C,14,Yes
STK33,22,Yes
STK35,8,Yes
STK36,1,Yes
STK38,1,Yes
STK38L,1,Yes
STK39,35,Yes
STK4,35,Yes
STK40,3,Yes
STMN1,4,Yes
STMN2,4,Yes
STMN3,4,Yes
STMN4,4,Yes
STMND1,4,Yes
STN1,2,Yes
STOM,4,Yes
STOML1,4,Yes
STOML2,4,Yes
STOML3,4,Yes
STON1,8,Yes
STON1-GTF2A1L,8,Yes
STON2,8,Yes
STOX1,1,Yes
STOX2,1,Yes
STPG1,5,Yes
STPG2,5,Yes
STRA6,1,Yes
STRADA,35,Yes
STRADB,35,Yes
STRBP,14,Yes
STRC,3,Yes
STRIP1,1,Yes
STRIP2,1,Yes
STRN,2,Yes
STRN3,2,Yes
STRN4,2,Yes
STS,17,Yes
STT3A,2,Yes
STT3B,2,Yes
STUB1,18,Yes
STX10,2,Yes
STX11,13,Yes
STX12,13,Yes
STX16,13,Yes
STX16-NPEPL1,13,Yes
STX17,13,Yes
STX19,13,Yes
STX1A,13,Yes
STX1B,13,Yes
STX2,13,Yes
STX3,13,Yes
STX4,13,Yes
STX5,13,Yes
STX6,2,Yes
STX7,13,Yes
STX8,2,Yes
STXBP1,9,Yes
STXBP2,9,Yes
STXBP3,9,Yes
STXBP4,5,Yes
STXBP5,3,Yes
STXBP5L,3,Yes
STXBP6,2,Yes
STYK1,32,Yes
STYX,30,Yes
STYXL1,30,Yes
SUCLA2,1,Yes
SUCLG2,1,Yes
SUCNR1,15,Yes
SUDS3,2,Yes
SUGCT,1,Yes
SUGP2,1,Yes
SUGT1,18,Yes
SULF1,17,Yes
SULF2,17,Yes
SULT1A1,13,Yes
SULT1A2,13,Yes
SULT1A3,13,Yes
SULT1A4,13,Yes
SULT1B1,13,Yes
SULT1C2,13,Yes
SULT1C3,13,Yes
SULT1C4,13,Yes
SULT1E1,13,Yes
SULT2A1,13,Yes
SULT2B1,13,Yes
SULT4A1,13,Yes
SULT6B1,13,Yes
SUMF1,1,Yes
SUMF2,1,Yes
SUMO2,3,Yes
SUMO3,3,Yes
SUMO4,3,Yes
SUN1,4,Yes
SUN2,4,Yes
SUN3,4,Yes
SUN5,4,Yes
SUPT3H,1,Yes
SURF1,1,Yes
SURF4,1,Yes
SUSD2,2,Yes
SUSD3,40,Yes
SUSD4,40,Yes
SUSD6,40,Yes
SUV39H1,20,Yes
SUV39H2,20,Yes
SV2A,2,Yes
SV2B,2,Yes
SV2C,2,Yes
SVEP1,40,Yes
SVIL,7,Yes
SVOP,22,Yes
SVOPL,22,Yes
SWAP70,2,Yes
SYAP1,1,Yes
SYBU,1,Yes
SYCE1,1,Yes
SYCE1L,1,Yes
SYCP2,1,Yes
SYCP2L,1,Yes
SYCP3,3,Yes
SYDE1,5,Yes
SYDE2,5,Yes
SYK,32,Yes
SYN1,2,Yes
SYN2,2,Yes
SYN3,2,Yes
SYNCRIP,24,Yes
SYNDIG1,3,Yes
SYNDIG1L,3,Yes
